point_index,timestamp_utc,status,setpoints_json,measurements_json,trace_name,trace_points,trace_peak_dbm
773,2026-09-03T08:00:37.596375+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 22147474.7475, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.94124500000001
774,2026-09-03T08:00:37.683062+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 22449494.9495, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.953631
775,2026-09-03T08:00:37.797998+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 22751515.1515, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.969714
776,2026-09-03T08:00:37.895216+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 23053535.3535, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.990995999999996
777,2026-09-03T08:00:37.982688+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 23355555.5556, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.988645
778,2026-09-03T08:00:38.100151+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 23657575.7576, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.045427
779,2026-09-03T08:00:38.212106+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 23959595.9596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.02209400000001
780,2026-09-03T08:00:38.329539+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 24261616.1616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.075773
781,2026-09-03T08:00:38.423611+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 24563636.3636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.075506
782,2026-09-03T08:00:38.552727+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 24865656.5657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.112257
783,2026-09-03T08:00:38.637804+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 25167676.7677, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.142515
784,2026-09-03T08:00:38.756927+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 25469696.9697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.180448
785,2026-09-03T08:00:38.867119+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 25771717.1717, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.159778
786,2026-09-03T08:00:38.991086+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 26073737.3737, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.144944
787,2026-09-03T08:00:39.093470+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 26375757.5758, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.114916
788,2026-09-03T08:00:39.219693+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 26677777.7778, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.120276
789,2026-09-03T08:00:39.304084+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 26979797.9798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.08097699999999
790,2026-09-03T08:00:39.518219+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 27281818.1818, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.095887
791,2026-09-03T08:00:39.610414+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 27583838.3838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.044112
792,2026-09-03T08:00:39.693226+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 27885858.5859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.036827
793,2026-09-03T08:00:39.812196+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 28187878.7879, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.98949
794,2026-09-03T08:00:39.936507+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 28489898.9899, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.019027
795,2026-09-03T08:00:40.033903+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 28791919.1919, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.015609
796,2026-09-03T08:00:40.128598+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 29093939.3939, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.98110100000001
797,2026-09-03T08:00:40.254951+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 29395959.596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.96881
798,2026-09-03T08:00:40.351588+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 29697979.798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.92229300000001
799,2026-09-03T08:00:40.474704+00:00,ok,"{""keithley.B.current"": 0.11667, ""rigol.1.frequency"": 30000000.0, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.905789
800,2026-09-03T08:00:40.577697+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 100000.0, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.93794
801,2026-09-03T08:00:40.695032+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 402020.20202, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.875095
802,2026-09-03T08:00:40.783262+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 704040.40404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.907629
803,2026-09-03T08:00:40.939295+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 1006060.60606, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.907945999999995
804,2026-09-03T08:00:41.083767+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 1308080.80808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.88905
805,2026-09-03T08:00:41.216131+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 1610101.0101, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.892016
806,2026-09-03T08:00:41.314415+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 1912121.21212, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.894228999999996
807,2026-09-03T08:00:41.431585+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 2214141.41414, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.858733
808,2026-09-03T08:00:41.515938+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 2516161.61616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.910307
809,2026-09-03T08:00:41.644157+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 2818181.81818, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.872489
810,2026-09-03T08:00:41.727163+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 3120202.0202, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.878866
811,2026-09-03T08:00:41.812893+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 3422222.22222, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.863924
812,2026-09-03T08:00:41.936789+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 3724242.42424, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.9062
813,2026-09-03T08:00:42.055972+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 4026262.62626, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.905242
814,2026-09-03T08:00:42.140731+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 4328282.82828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.91449800000001
815,2026-09-03T08:00:42.275827+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 4630303.0303, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.94745
816,2026-09-03T08:00:42.368379+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 4932323.23232, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.936135
817,2026-09-03T08:00:42.453883+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 5234343.43434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.914015
818,2026-09-03T08:00:42.586537+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 5536363.63636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.972862000000006
819,2026-09-03T08:00:42.676757+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 5838383.83838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.968877
820,2026-09-03T08:00:42.799270+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 6140404.0404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.968534
821,2026-09-03T08:00:42.912580+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 6442424.24242, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.00006
822,2026-09-03T08:00:43.045470+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 6744444.44444, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.00277899999999
823,2026-09-03T08:00:43.144953+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 7046464.64646, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.041504
824,2026-09-03T08:00:43.265115+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 7348484.84849, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.072644
825,2026-09-03T08:00:43.365521+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 7650505.05051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.071529
826,2026-09-03T08:00:43.487174+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 7952525.25252, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.162034
827,2026-09-03T08:00:43.642841+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 8254545.45454, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.112784
828,2026-09-03T08:00:43.757994+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 8556565.65657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.133465
829,2026-09-03T08:00:43.841977+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 8858585.85859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.184768
830,2026-09-03T08:00:43.945282+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 9160606.06061, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.198346
831,2026-09-03T08:00:44.057362+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 9462626.26263, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.150711
832,2026-09-03T08:00:44.149343+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 9764646.46465, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.092194
833,2026-09-03T08:00:44.276311+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 10066666.6667, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.06921799999999
834,2026-09-03T08:00:44.372907+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 10368686.8687, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.070419
835,2026-09-03T08:00:44.493442+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 10670707.0707, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.038056
836,2026-09-03T08:00:44.607751+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 10972727.2727, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.023879
837,2026-09-03T08:00:44.704762+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 11274747.4747, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.027187
838,2026-09-03T08:00:44.835309+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 11576767.6768, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.007824
839,2026-09-03T08:00:44.933097+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 11878787.8788, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.000547999999995
840,2026-09-03T08:00:45.074770+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 12180808.0808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.97457899999999
841,2026-09-03T08:00:45.192037+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 12482828.2828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.929118
842,2026-09-03T08:00:45.316168+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 12784848.4848, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.919706
843,2026-09-03T08:00:45.449020+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 13086868.6869, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.932635000000005
844,2026-09-03T08:00:45.560712+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 13388888.8889, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.919473999999994
845,2026-09-03T08:00:45.642825+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 13690909.0909, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.933408
846,2026-09-03T08:00:45.759161+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 13992929.2929, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.955219
847,2026-09-03T08:00:45.871048+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 14294949.4949, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.93807
848,2026-09-03T08:00:45.976561+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 14596969.697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.866691
849,2026-09-03T08:00:46.068481+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 14898989.899, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.886753
850,2026-09-03T08:00:46.192253+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 15201010.101, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.88136299999999
851,2026-09-03T08:00:46.281632+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 15503030.303, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.910161
852,2026-09-03T08:00:46.400771+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 15805050.5051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.90468
853,2026-09-03T08:00:46.497952+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 16107070.7071, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.904902
854,2026-09-03T08:00:46.582225+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 16409090.9091, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.88501500000001
855,2026-09-03T08:00:46.706482+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 16711111.1111, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.874244
856,2026-09-03T08:00:46.806614+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 17013131.3131, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.92472699999999
857,2026-09-03T08:00:46.946982+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 17315151.5152, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.945869
858,2026-09-03T08:00:47.042447+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 17617171.7172, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.882643
859,2026-09-03T08:00:47.191406+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 17919191.9192, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.93074
860,2026-09-03T08:00:47.276090+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 18221212.1212, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.93032500000001
861,2026-09-03T08:00:47.399013+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 18523232.3232, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.935092
862,2026-09-03T08:00:47.502174+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 18825252.5253, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.959235
863,2026-09-03T08:00:47.617456+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 19127272.7273, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.010327
864,2026-09-03T08:00:47.701646+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 19429292.9293, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.98951600000001
865,2026-09-03T08:00:47.835184+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 19731313.1313, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.010585
866,2026-09-03T08:00:48.008075+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 20033333.3333, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.06367
867,2026-09-03T08:00:48.101862+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 20335353.5354, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.064043
868,2026-09-03T08:00:48.249461+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 20637373.7374, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.068605
869,2026-09-03T08:00:48.335877+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 20939393.9394, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.102889
870,2026-09-03T08:00:48.455160+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 21241414.1414, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.102215
871,2026-09-03T08:00:48.554398+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 21543434.3434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.117632
872,2026-09-03T08:00:48.675844+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 21845454.5455, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.187001
873,2026-09-03T08:00:48.774195+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 22147474.7475, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.155469
874,2026-09-03T08:00:48.921347+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 22449494.9495, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.172235
875,2026-09-03T08:00:49.034959+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 22751515.1515, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.202668
876,2026-09-03T08:00:49.166167+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 23053535.3535, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.125929
877,2026-09-03T08:00:49.255429+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 23355555.5556, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.087689999999995
878,2026-09-03T08:00:49.376112+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 23657575.7576, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.036481
879,2026-09-03T08:00:49.458558+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 23959595.9596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.052285
880,2026-09-03T08:00:49.570884+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 24261616.1616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.058651
881,2026-09-03T08:00:49.703364+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 24563636.3636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.022462
882,2026-09-03T08:00:49.791427+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 24865656.5657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.971226
883,2026-09-03T08:00:49.894015+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 25167676.7677, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.974021
884,2026-09-03T08:00:50.009637+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 25469696.9697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.95569
885,2026-09-03T08:00:50.093007+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 25771717.1717, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.937157
886,2026-09-03T08:00:50.220885+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 26073737.3737, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.98353300000001
887,2026-09-03T08:00:50.321966+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 26375757.5758, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.90540200000001
888,2026-09-03T08:00:50.439045+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 26677777.7778, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.898457
889,2026-09-03T08:00:50.523533+00:00,ok,"{""keithley.B.current"": 0.13333, ""rigol.1.frequency"": 26979797.9798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.900767
